locus_id,category,subfamily_raw,subfamily,subfamily_alias,group,class,include
ERV316A3_1p31.3b,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p31.3c,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p31.3d,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p31.3e,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p31.3f,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p31.3g,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p31.3h,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p31.3i,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p32.1a,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p32.1b,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p32.1c,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p32.2a,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p32.2b,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p32.2c,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p32.2d,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p32.2e,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p32.2f,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p32.3a,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p32.3b,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p33,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p34.1a,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p34.1b,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p34.2a,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p34.2b,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p34.3a,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p34.3b,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p34.3c,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p35.1a,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p35.1b,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p35.2,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p35.3a,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p35.3b,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p36.11a,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p36.11b,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p36.13,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p36.22a,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p36.22b,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p36.23,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1p36.33,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q21.2,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q21.3a,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q21.3b,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q21.3c,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q21.3d,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q21.3e,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q21.3f,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q23.2,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q23.3a,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q23.3b,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q23.3c,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q23.3d,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q23.3e,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q23.3f,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q23.3g,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q24.1,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q24.2a,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q24.2b,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q24.3a,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q24.3b,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q25.2a,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q25.2b,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q25.3a,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q25.3b,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q25.3c,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q25.3d,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q25.3e,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q25.3f,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q31.1,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q31.2a,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q31.2b,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q31.3a,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q31.3b,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q31.3c,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q31.3d,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q31.3e,unknown,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q32.1a,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q32.1b,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q32.1c,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q32.2a,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q32.2b,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q32.2c,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q32.2d,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q32.2e,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q32.3a,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q32.3b,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q32.3c,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q41a,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q41b,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q41c,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q41d,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q41e,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q42.12a,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q42.12b,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q42.13a,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q42.13b,prototype,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q42.13c,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q42.13d,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q42.13e,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q42.13f,internal,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
ERV316A3_1q42.2a,oneside,ERV3-16A3_I-int,ERV3-16A3_I,ERV316A3,ERV3,ERVL,"ERV3-16A3_LTR,LTR16,LTR16A,LTR16A1,LTR16A2,LTR16B,LTR16B1,LTR16B2,LTR16C,LTR16E1,LTR16E2"
